1.084102e-1, 4.803914e-1
1.358259e-1, 4.814659e-1
1.711131e-1, 4.825667e-1
2.179516e-1, 4.837199e-1
2.745747e-1, 5.935480e-1
3.411135e-1, 1.360134e+0
3.903907e-1, 3.065752e+0
4.199786e-1, 4.980910e+0
4.438354e-1, 6.855612e+0
4.654991e-1, 9.055051e+0
4.864338e-1, 1.104135e+1
5.077512e-1, 1.288057e+1
5.311699e-1, 1.512770e+1
5.520141e-1, 1.698034e+1
5.705305e-1, 1.825435e+1
5.929193e-1, 2.000867e+1
6.195844e-1, 2.195148e+1
6.510187e-1, 2.400666e+1
6.878195e-1, 2.616538e+1
7.267007e-1, 2.817289e+1
7.720133e-1, 3.033581e+1
8.246735e-1, 3.243335e+1
8.809259e-1, 3.437586e+1
9.462040e-1, 3.637799e+1
1.027558e+0, 3.838078e+1
1.122060e+0, 4.034101e+1
1.245633e+0, 4.230132e+1
1.405816e+0, 4.420744e+1
1.604143e+0, 4.591886e+1
1.881474e+0, 4.751676e+1
2.255827e+0, 4.886514e+1
2.764813e+0, 4.991603e+1
3.445007e+0, 5.064918e+1
4.292540e+0, 5.112138e+1
5.437547e+0, 5.140761e+1
6.887977e+0, 5.159478e+1
8.677451e+0, 5.169011e+1
1.093183e+1, 5.174920e+1
1.377188e+1, 5.175755e+1
1.734977e+1, 5.182026e+1
2.209889e+1, 5.185404e+1
2.784012e+1, 5.185514e+1
3.507289e+1, 5.185624e+1
4.418472e+1, 5.185734e+1
5.566377e+1, 5.185844e+1
7.090051e+1, 5.185959e+1
8.932024e+1, 5.186069e+1
1.125254e+2, 5.186179e+1
1.417591e+2, 5.186289e+1
1.785877e+2, 5.186399e+1
2.274721e+2, 5.186515e+1
2.865687e+2, 5.186625e+1
3.610183e+2, 5.186735e+1
4.548098e+2, 5.186845e+1
5.729679e+2, 5.186955e+1
7.298053e+2, 5.187070e+1
9.194065e+2, 5.187180e+1
