4.448054e-1, 4.901450e+0
4.578830e-1, 5.595027e+0
4.684130e-1, 6.208237e+0
4.788300e-1, 6.817215e+0
4.894787e-1, 7.476932e+0
4.979894e-1, 8.149312e+0
5.090642e-1, 8.885138e+0
5.188443e-1, 9.641474e+0
5.304975e-1, 1.048747e+1
5.412074e-1, 1.126434e+1
5.532433e-1, 1.196796e+1
5.628627e-1, 1.264033e+1
5.726494e-1, 1.330003e+1
5.864343e-1, 1.406123e+1
5.994760e-1, 1.474632e+1
6.128077e-1, 1.545678e+1
6.264360e-1, 1.614187e+1
6.403672e-1, 1.680158e+1
6.546083e-1, 1.743593e+1
6.691662e-1, 1.804491e+1
6.840477e-1, 1.865389e+1
6.992602e-1, 1.926286e+1
7.148111e-1, 1.987184e+1
7.307077e-1, 2.048082e+1
7.510766e-1, 2.117439e+1
7.762701e-1, 2.198638e+1
8.023087e-1, 2.276454e+1
8.292208e-1, 2.352579e+1
8.570355e-1, 2.425321e+1
8.857833e-1, 2.494681e+1
9.154953e-1, 2.560658e+1
9.462040e-1, 2.626635e+1
9.779427e-1, 2.687538e+1
1.016319e+0, 2.752249e+1
1.062026e+0, 2.825842e+1
1.109788e+0, 2.894361e+1
1.159698e+0, 2.959075e+1
1.211852e+0, 3.019983e+1
1.273335e+0, 3.083431e+1
1.345314e+0, 3.147389e+1
1.421362e+0, 3.208302e+1
1.509989e+0, 3.266174e+1
1.612988e+0, 3.325402e+1
1.723013e+0, 3.375327e+1
1.840542e+0, 3.421869e+1
1.966089e+0, 3.462492e+1
2.100199e+0, 3.499733e+1
2.243457e+0, 3.532745e+1
2.396486e+0, 3.559837e+1
2.559955e+0, 3.585239e+1
2.734573e+0, 3.607257e+1
2.921103e+0, 3.625047e+1
3.120356e+0, 3.641992e+1
3.333200e+0, 3.657245e+1
3.560563e+0, 3.669116e+1
3.803435e+0, 3.680141e+1
4.062874e+0, 3.689475e+1
4.340009e+0, 3.697963e+1
4.636048e+0, 3.704759e+1
4.952280e+0, 3.711556e+1
5.290083e+0, 3.714970e+1
5.650928e+0, 3.721767e+1
6.036387e+0, 3.723490e+1
6.448139e+0, 3.726904e+1
6.887977e+0, 3.731163e+1
7.357817e+0, 3.733732e+1
7.859705e+0, 3.733763e+1
8.395828e+0, 3.733795e+1
8.968521e+0, 3.733826e+1
9.580278e+0, 3.738931e+1
1.023376e+1, 3.738963e+1
1.093183e+1, 3.738994e+1
1.167750e+1, 3.739026e+1
1.247404e+1, 3.739057e+1
1.332492e+1, 3.739089e+1
1.423383e+1, 3.734046e+1
1.520475e+1, 3.734078e+1
1.624189e+1, 3.734109e+1
1.734977e+1, 3.734141e+1
1.853323e+1, 3.733326e+1
1.979741e+1, 3.729130e+1
2.114782e+1, 3.724933e+1
2.259035e+1, 3.724119e+1
2.413127e+1, 3.720767e+1
2.577731e+1, 3.714879e+1
2.753562e+1, 3.711528e+1
2.941387e+1, 3.704794e+1
3.142023e+1, 3.699752e+1
3.356346e+1, 3.692172e+1
3.585288e+1, 3.683747e+1
3.829846e+1, 3.674476e+1
4.091086e+1, 3.663514e+1
4.370145e+1, 3.652552e+1
4.668240e+1, 3.638207e+1
4.986668e+1, 3.623017e+1
5.326817e+1, 3.606135e+1
5.690167e+1, 3.585871e+1
6.078303e+1, 3.565607e+1
6.492914e+1, 3.541960e+1
6.935806e+1, 3.515776e+1
7.408908e+1, 3.488746e+1
7.914282e+1, 3.454951e+1
8.454128e+1, 3.421157e+1
9.030797e+1, 3.383133e+1
9.646802e+1, 3.343419e+1
1.030483e+2, 3.302013e+1
1.100774e+2, 3.256379e+1
1.175859e+2, 3.209900e+1
1.256066e+2, 3.160883e+1
1.341745e+2, 3.111021e+1
1.433267e+2, 3.059467e+1
1.531033e+2, 3.007913e+1
1.635467e+2, 2.956360e+1
1.747025e+2, 2.905652e+1
1.866192e+2, 2.854944e+1
1.993488e+2, 2.805927e+1
2.129467e+2, 2.759447e+1
2.274721e+2, 2.713813e+1
2.429884e+2, 2.671562e+1
2.595630e+2, 2.631848e+1
2.772682e+2, 2.594670e+1
2.961811e+2, 2.560875e+1
3.163841e+2, 2.530463e+1
3.379652e+2, 2.500051e+1
3.610183e+2, 2.473021e+1
3.856440e+2, 2.448529e+1
4.119494e+2, 2.426573e+1
4.400491e+2, 2.408846e+1
4.700655e+2, 2.391118e+1
5.021295e+2, 2.375928e+1
5.363805e+2, 2.362429e+1
5.729679e+2, 2.350621e+1
6.120510e+2, 2.339659e+1
6.538000e+2, 2.330388e+1
6.983967e+2, 2.322809e+1
7.460355e+2, 2.315229e+1
7.969237e+2, 2.307650e+1
8.512832e+2, 2.303453e+1
9.093506e+2, 2.296719e+1
9.660521e+2, 2.295057e+1
